,app_name,run_id,hostname,device_group,sensor,unit,magnitude,timestep,value
0,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,0.0,5.599999904632568
1,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,0.20574374,5.300000190734863
2,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,0.4108534,5.5
3,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,0.61737233,5.300000190734863
4,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,0.8225573,5.199999809265137
5,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,1.0268481,5.0
6,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,1.2314732,5.199999809265137
7,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,1.4360561,5.099999904632568
8,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,1.6414574,5.099999904632568
9,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,1.8458937,5.099999904632568
10,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,2.0502048,5.099999904632568
11,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,2.2546852,5.199999809265137
12,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,2.4595633,5.0
13,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,2.664447,5.099999904632568
14,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,2.869041,5.099999904632568
15,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,3.0734777,5.0
16,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,3.2782834,5.199999809265137
17,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,3.4830031,4.900000095367432
18,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,3.6877444,5.300000190734863
19,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,3.8925467,4.800000190734863
20,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,4.0979815,5.300000190734863
21,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,4.3023334,5.199999809265137
22,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,4.507081,5.199999809265137
23,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,4.711679,5.400000095367432
24,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,4.9160333,5.199999809265137
25,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,5.1208572,5.300000190734863
26,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,5.3262057,5.0
27,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,5.5306764,5.400000095367432
28,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,5.73507,5.300000190734863
29,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,5.9396033,5.5
30,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,6.1445794,5.699999809265137
31,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,6.349598,5.900000095367432
32,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,6.554664,6.400000095367432
33,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,6.760051,5.599999904632568
34,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,6.966198,5.800000190734863
35,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,7.1799974,5.900000095367432
36,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,7.3848476,5.699999809265137
37,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,7.589162,5.0
38,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,7.7944636,5.300000190734863
39,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,7.9988265,5.0
40,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,8.203571,5.300000190734863
41,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,8.408007,5.099999904632568
42,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,8.612168,5.400000095367432
43,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,8.816539,5.199999809265137
44,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,9.02095,5.099999904632568
45,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,9.225274,5.099999904632568
46,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,9.430692,5.300000190734863
47,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,9.634521,5.099999904632568
48,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,9.83876,6.099999904632568
49,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,10.043335,5.699999809265137
50,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,10.247761,6.199999809265137
51,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,10.451904,5.599999904632568
52,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,10.656586,5.900000095367432
53,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,10.861959,5.699999809265137
54,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,11.066678,6.0
55,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,11.271408,5.699999809265137
56,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,11.476009,6.0
57,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,11.680693,5.300000190734863
58,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,11.884806,6.199999809265137
59,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,12.089401,5.599999904632568
60,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,12.29352,6.099999904632568
61,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,12.497796,5.400000095367432
62,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,12.70222,5.900000095367432
63,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,12.906688,5.699999809265137
64,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,13.111419,6.099999904632568
65,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,13.315641,5.699999809265137
66,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,13.520003,5.699999809265137
67,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,13.724205,5.599999904632568
68,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,13.92862,6.0
69,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,14.133223,6.699999809265137
70,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,14.339069,6.400000095367432
71,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,14.543643,6.300000190734863
72,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,14.7476635,6.400000095367432
73,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,14.951853,6.300000190734863
74,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,15.1561,6.300000190734863
75,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,15.360569,6.199999809265137
76,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,15.56532,6.5
77,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,15.773596,6.400000095367432
78,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,15.978342,6.400000095367432
79,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,16.18222,6.5
80,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,16.386654,6.5
81,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,16.591196,6.800000190734863
82,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,16.796532,6.300000190734863
83,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,17.00054,6.5
84,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,17.204254,6.0
85,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,17.408627,6.599999904632568
86,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,17.612478,6.199999809265137
87,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,17.816698,6.5
88,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,18.021145,6.099999904632568
89,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,18.225407,6.400000095367432
90,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,18.429308,6.099999904632568
91,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,18.63422,6.599999904632568
92,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,18.838291,6.099999904632568
93,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,19.043667,6.800000190734863
94,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,19.248045,5.900000095367432
95,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,19.452055,6.599999904632568
96,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,19.656105,6.099999904632568
97,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,19.85996,6.699999809265137
98,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,20.063751,6.0
99,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,20.267523,6.599999904632568
100,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,20.471338,6.199999809265137
101,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,20.676197,6.5
102,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,20.880255,6.199999809265137
103,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,21.08408,6.300000190734863
104,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,21.288425,6.199999809265137
105,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,21.492786,6.300000190734863
106,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,21.697538,6.400000095367432
107,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,21.901457,6.400000095367432
108,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,22.105421,6.300000190734863
109,transformer,2023-07-27T16:35:39.160918,a0904.nhr.fau.de,cpu,CPU_USAGE,%,1.0,22.309328,6.099999904632568
